EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,push-v1_success_rate,push-v1_eval_rewards,mean_success_rate,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
66,12.207911014556885,17400,6242.98145,-53.07536,1954.57528,0.52593,11.01710,0.65876,0.00000,-175.40796,0.00000,3.38133,1.19684,6.75232,0.77195,0.09462,0.00134,0.09686,0.09251,3.43307,1.95144,7.58299,-1.18012,-280.08518,26.80469,-206.04268,-355.35733,814.80026,493.16793,3074.84863,210.90149,626.79876,413.12278,2079.22534,148.95229,45.02471,21.88760,130.15811,11.72600,159947.85839,114260.10646,573585.00000,13922.95703,104692.67113,73354.58730,415604.12500,9451.16211,-1.21983,0.10249,-0.99532,-1.43436,0.78072,0.03312,0.88670,0.69699,0.61680,0.11686,0.85439,0.35291,-5.65313,0.13290,-5.32511,-5.90767,5.45591,0.82802,7.22239,3.49624,5.45591,0.82802,7.22239,3.49624,3.42325,0.10997,3.69357,3.18144,16.85704,2.44022,23.70751,13.29150,-6.44868,1.24976,-3.21949,-11.79431,0.06776,0.09821,0.22622,-0.16362,1.51250,0.09630,1.70025,1.28857,2.74352,0.12228,2.99455,2.48919,-4.52743,0.48234,-3.50060,-5.68532
67,12.228704452514648,17600,6240.05134,-52.11264,1945.86415,0.53704,10.99952,0.68698,0.00000,-166.68228,0.00000,3.29791,1.16384,6.58783,0.40564,0.10002,0.00168,0.10292,0.09689,4.42456,1.68645,8.43702,0.21443,-299.15715,27.25499,-225.33809,-373.96036,798.44315,476.30350,3217.45703,158.16083,645.90197,467.88115,2283.40942,126.59768,57.03428,23.98667,127.72545,13.73186,158218.65078,110928.46078,486250.84375,14693.63086,113513.20191,77847.30213,461604.00000,10849.16211,-1.27843,0.08795,-1.09910,-1.49286,0.81020,0.02887,0.88075,0.73220,0.98558,0.18653,1.25030,0.27796,-5.49155,0.14430,-5.14164,-5.83725,5.91969,0.72520,7.61943,4.09296,5.91969,0.72520,7.61943,4.09296,3.31330,0.11816,3.61660,3.05710,17.69475,2.54352,25.95021,13.37488,-6.17509,1.44944,-2.99847,-12.74592,-0.06440,0.05138,0.03945,-0.18857,1.56789,0.09522,1.75585,1.30856,2.66178,0.11631,2.92606,2.44977,-4.31813,0.27533,-3.59191,-5.15906
68,12.177375555038452,17800,6237.02926,-50.02282,1945.18469,0.52433,10.96063,0.68740,0.00000,-154.33059,0.00000,3.20681,1.23347,8.14249,0.52830,0.10668,0.00236,0.11079,0.10295,5.37920,1.27270,8.26293,2.56547,-319.84210,28.11027,-254.56625,-406.10840,796.14005,572.52587,5296.28613,195.71265,785.28918,626.68444,5463.57324,152.18704,61.07565,29.77275,217.23016,12.96922,126865.31546,81651.87407,386886.65625,10829.65625,152063.71903,103577.93799,472941.68750,13420.65723,-1.26978,0.09818,-1.07019,-1.47632,0.85919,0.03844,0.94527,0.77081,0.95838,0.14315,1.28029,0.53439,-5.32509,0.19975,-4.91144,-5.77366,6.40400,0.57203,7.70168,5.13483,6.40400,0.57203,7.70168,5.13483,3.36427,0.11883,3.68685,3.02305,18.38023,2.52743,25.68933,13.80644,-6.26304,1.31788,-3.74729,-13.13907,-0.04864,0.06215,0.06941,-0.18893,1.64897,0.07931,1.81141,1.49008,3.33094,0.16588,3.59550,2.94101,-4.55703,0.39771,-4.01664,-5.80754
69,12.253048658370972,18000,6236.18126,-47.24494,1944.61509,0.52825,11.03999,0.67887,0.00000,-161.54113,0.00000,3.24088,1.21898,8.37449,0.12110,0.11489,0.00241,0.11891,0.11082,5.31818,1.39355,8.15037,1.87692,-339.13109,30.38181,-269.87329,-476.76044,1054.67885,715.61795,3986.28589,207.45691,975.99939,693.64342,3321.64600,169.71906,67.03283,24.23619,138.66910,25.44584,194743.99642,147691.61292,851511.25000,13313.72070,199397.01479,125847.17349,596361.00000,13246.66211,-1.24435,0.08768,-1.05640,-1.47712,0.85568,0.03958,0.96253,0.76420,0.86526,0.22847,1.53768,0.46643,-5.07437,0.16956,-3.78663,-5.35135,6.45622,0.64156,7.78563,4.87753,6.45622,0.64156,7.78563,4.87753,3.24084,0.15131,3.67938,2.93472,16.34213,1.94039,23.23990,12.54656,-6.21842,1.22496,-3.42619,-10.88056,0.00701,0.08050,0.11562,-0.24249,1.67153,0.09505,1.88768,1.41769,3.45475,0.13818,3.67778,3.04863,-4.29707,0.28692,-3.59836,-5.13366
70,12.17932939529419,18200,6207.47563,-49.14328,1939.46449,0.52177,10.95290,0.69817,0.00000,-135.85470,0.00000,3.21874,1.23833,7.15554,0.93458,0.12335,0.00254,0.12804,0.11895,5.69822,1.20188,8.44041,3.27923,-362.48840,31.86550,-279.79706,-454.59491,1134.50404,632.35987,3287.39014,246.26651,1095.17066,690.66753,3234.70410,183.58549,75.57265,35.25764,212.70421,16.41683,188168.65941,103387.61926,513841.62500,26011.14844,220031.06639,152589.31322,913425.25000,18864.76953,-1.27105,0.08205,-1.05356,-1.43184,0.87780,0.04977,0.99661,0.76664,0.84322,0.21261,1.24552,0.38368,-5.10721,0.17037,-4.70204,-5.44582,6.72326,0.57937,8.07712,5.56899,6.72326,0.57937,8.07712,5.56899,3.40072,0.16709,3.77666,3.03327,16.23421,1.70697,22.42728,12.80538,-6.22491,1.39240,-3.13552,-12.15300,-0.07034,0.05528,0.04362,-0.23406,1.69294,0.07467,1.84649,1.54390,3.47732,0.15576,3.80775,3.11852,-3.99141,0.12238,-3.68775,-4.27241
71,12.17273211479187,18400,6199.23149,-42.64652,1938.81516,0.53054,10.94667,0.68932,0.00000,-148.84394,0.00000,3.16768,1.11258,7.22416,0.78319,0.13264,0.00267,0.13720,0.12810,5.23727,1.26242,8.08487,2.61386,-384.16216,30.87079,-303.73740,-468.22168,1250.28575,743.57854,3540.51367,227.90024,1110.97065,799.06008,3489.26440,165.90767,53.77902,25.10128,170.03238,15.78586,237171.75854,139218.56143,706221.18750,21315.96289,185394.23490,135177.37203,796107.37500,12461.01270,-1.23607,0.08394,-1.06000,-1.45047,0.81635,0.03599,0.91650,0.74956,0.65545,0.20920,1.07205,0.20745,-4.81308,0.12811,-4.55751,-5.08349,6.59124,0.62461,8.05009,5.31501,6.59124,0.62461,8.05009,5.31501,3.33980,0.17815,3.74531,2.86399,15.28744,1.33572,20.91294,12.72644,-6.11010,1.37600,-1.98954,-11.14373,-0.00883,0.07666,0.16976,-0.18314,1.69362,0.07680,1.84801,1.54093,3.40763,0.17196,3.84484,3.12261,-3.96761,0.23059,-3.59498,-4.91306
72,12.227390050888062,18600,5126.48639,-45.73156,1938.31322,0.52157,11.01165,0.68799,0.00000,-173.51365,0.00000,3.08620,1.17870,6.71921,0.44236,0.14251,0.00336,0.14861,0.13723,6.50054,1.41871,9.77487,3.19708,-416.31306,34.46437,-322.29617,-521.93976,1335.61767,824.87335,5010.48828,317.29636,1205.95832,807.76484,4167.84863,313.27582,72.31088,48.16885,297.52292,10.84000,195053.29114,133269.93884,753067.43750,21554.97852,173101.04294,125905.64124,771709.62500,19122.06641,-1.28842,0.07895,-1.09114,-1.44953,0.82507,0.02076,0.89215,0.76986,0.71034,0.22765,1.55293,0.23631,-4.84731,0.08601,-4.56842,-5.04676,7.33971,0.74690,9.01778,5.60957,7.33971,0.74690,9.01778,5.60957,3.53635,0.19494,4.02127,3.12900,16.06164,1.67070,25.32451,13.17291,-5.86616,1.15678,-3.34802,-9.52835,-0.08810,0.05612,-0.00323,-0.22799,1.77666,0.08834,1.94682,1.59539,3.47501,0.16777,3.82389,3.13391,-4.00517,0.23200,-3.54399,-4.71783
73,12.586303234100342,18800,-153.16579,-51.81061,1937.34339,0.52845,11.37365,0.67830,0.00000,-177.39492,0.00000,2.93677,1.14966,6.52706,0.43942,0.15471,0.00350,0.16058,0.14868,6.39763,0.77216,8.07769,4.27684,-444.58160,35.75466,-371.90640,-539.72278,1514.33784,893.92595,5869.45312,426.53876,1406.98359,838.36479,5332.39941,291.34122,62.19251,31.34855,170.21349,14.45566,273783.83236,193228.94585,1144159.50000,22905.39453,281007.57480,183263.11671,781958.25000,22061.79492,-1.21797,0.06320,-1.08704,-1.41495,0.81893,0.03663,0.93516,0.74936,0.96642,0.44484,1.90489,0.23763,-5.08172,0.19483,-4.62005,-5.44311,7.42646,0.40862,8.41281,6.33193,7.42646,0.40862,8.41281,6.33193,3.64103,0.18123,4.16197,3.11057,16.98553,2.81299,30.17126,14.16109,-6.06895,1.36291,-3.00440,-10.85592,-0.01199,0.09355,0.15363,-0.18741,1.83220,0.05965,1.93508,1.66324,3.51293,0.08049,3.66307,3.32040,-4.03034,0.27902,-3.40423,-4.65487
74,12.206591606140137,19000,-149.85825,-53.37039,-35.69777,0.51679,11.02120,0.66340,0.00000,-172.96512,0.00000,2.86655,1.11177,6.23501,-0.02740,0.16627,0.00329,0.17175,0.16064,5.55254,1.19018,7.92500,3.20883,-465.03626,35.59003,-382.28140,-585.02228,1510.43123,874.84254,4757.32520,342.30301,1679.56178,968.98076,5664.41895,342.24261,66.19453,40.14820,238.40294,13.83194,245787.80876,144074.18966,741436.00000,21521.47266,458590.29637,186527.31318,863692.56250,66913.36719,-1.22022,0.08206,-1.02021,-1.40277,0.79818,0.04742,0.89562,0.71089,0.80001,0.35034,1.66582,0.19374,-5.24949,0.15863,-3.71482,-5.45373,7.09267,0.65709,8.39952,5.81723,7.09267,0.65709,8.39952,5.81723,3.58788,0.21769,4.07046,3.09572,17.64405,3.66007,32.85126,13.09689,-5.87658,1.42898,-3.05943,-11.31006,-0.09735,0.11896,0.18841,-0.26756,1.76525,0.08767,1.97162,1.57327,3.30465,0.13777,3.56793,3.03159,-3.71302,0.18297,-3.25816,-4.17282
75,504.2650499343872,19200,-150.22902,-51.43363,-35.02023,0.52144,503.02468,0.71288,0.00000,-89.40979,0.00000,3.01761,1.19935,6.48351,0.43951,0.17862,0.00375,0.18467,0.17179,6.17982,1.43713,9.70859,3.12816,-504.72811,37.65658,-413.34790,-644.22412,2040.90687,1340.20213,6837.09766,496.89062,1825.98976,1288.26772,7342.56494,420.34018,66.17271,34.09774,181.16457,17.77093,479214.14484,297938.11685,1680474.75000,27301.83984,400708.99407,311319.69718,1409222.37500,28348.77930,-1.25179,0.08365,-1.08409,-1.44236,0.79513,0.02230,0.86679,0.74588,0.67924,0.25249,1.28705,0.08107,-5.16580,0.16685,-4.59272,-5.52026,7.58026,0.80192,9.52401,5.84036,7.58026,0.80192,9.52401,5.84036,3.62695,0.18325,4.06840,3.15434,15.75264,0.96573,20.12786,13.51966,-5.47880,1.27119,-2.43857,-9.94335,-0.29631,0.05927,-0.16115,-0.45872,1.81846,0.10083,2.01324,1.62163,3.12067,0.19823,3.43513,2.70896,-3.96580,0.21877,-3.32501,-4.47514
76,12.222161531448364,19400,-147.14868,-28.96746,-35.31514,0.56148,10.98458,0.66978,0.00000,-136.76576,0.00000,2.88858,1.05525,6.06753,0.50657,0.19118,0.00374,0.19762,0.18472,5.68947,1.15216,8.55153,3.42378,-537.32856,36.26287,-453.84253,-646.54773,1915.34089,1091.05039,5918.37158,496.02325,1643.65640,1023.44058,5729.57031,413.25830,72.83296,44.83063,240.82173,11.94439,419986.95439,292549.91767,1173499.50000,27695.29688,358096.59662,239724.91264,1340723.00000,39506.83594,-1.27108,0.06723,-1.12063,-1.39924,0.76835,0.02113,0.81749,0.71819,0.42971,0.17291,0.86556,0.03384,-5.20041,0.16498,-4.55943,-5.55083,7.43612,0.68808,9.10247,6.08259,7.43612,0.68808,9.10247,6.08259,3.58059,0.15897,4.01621,3.25690,15.08759,0.83105,18.37177,13.30784,-5.32198,1.30653,-2.03061,-11.94744,-0.27073,0.06295,-0.17151,-0.46133,1.79292,0.11243,2.05287,1.57599,3.02684,0.17309,3.43210,2.57615,-4.00152,0.22892,-3.49843,-4.62619
77,12.87403917312622,19600,-145.97843,-42.61411,-34.69635,0.52111,11.66905,0.67820,0.00000,-152.09365,0.00000,3.01437,1.22096,7.11008,0.12373,0.20447,0.00415,0.21174,0.19767,5.82520,1.41892,9.77989,2.68318,-580.37465,40.71095,-471.02969,-696.23590,2452.36137,1357.61215,7224.11816,490.49701,1628.01527,1016.27838,5334.08740,463.82471,58.44946,34.37139,213.59184,12.65510,696470.27191,281354.34692,1250590.12500,107883.42188,351371.26170,173475.54952,815202.93750,53319.53516,-1.29812,0.11176,-1.09757,-1.55675,0.77409,0.02492,0.84946,0.72956,0.57093,0.30053,1.39465,0.05888,-5.18781,0.22363,-3.49877,-5.60702,7.67023,0.89789,10.15240,5.66536,7.67023,0.89789,10.15240,5.66536,3.44262,0.14490,3.79550,3.12196,15.25019,0.78618,17.85563,13.29967,-5.28990,1.28834,-2.06955,-9.74091,-0.24538,0.07201,-0.06383,-0.41984,1.82225,0.09994,2.03523,1.60331,3.13433,0.10118,3.36316,2.87042,-3.68847,0.20456,-3.31046,-4.08955
78,12.375454187393188,19800,-147.57231,-46.03628,-34.66337,0.52624,11.15074,0.69258,0.00000,-177.67317,0.00000,2.84715,1.10167,5.92057,0.44645,0.21923,0.00455,0.22767,0.21181,6.10279,1.15170,8.73588,3.32786,-614.85020,40.23147,-511.78729,-732.39862,2202.34704,1312.63196,7895.31250,564.04755,1600.76986,1138.34014,8179.88525,372.67422,73.74475,35.36797,228.15100,14.25095,492992.64900,348911.92427,1362285.37500,44833.80469,265068.33141,159387.28121,874506.87500,45645.11328,-1.31476,0.05639,-1.15405,-1.43563,0.77727,0.02306,0.84002,0.72825,0.62627,0.22624,1.16371,-0.07635,-5.13751,0.17557,-4.68161,-5.54556,8.02598,0.79029,9.87599,6.14631,8.02598,0.79029,9.87599,6.14631,3.38234,0.15418,3.92944,3.09922,14.85793,0.72478,17.01383,13.34241,-5.36646,1.23474,-2.18704,-10.33268,-0.30759,0.05159,-0.18592,-0.42386,1.86222,0.10876,2.10516,1.57918,3.13554,0.13169,3.47930,2.91539,-3.60525,0.10858,-3.40732,-3.84587
79,12.624675035476685,20000,-148.05062,-53.29492,-35.18979,0.59043,11.33841,0.68965,0.00000,-173.55526,0.00000,2.84432,1.13541,6.40557,0.26516,0.23555,0.00466,0.24365,0.22776,5.56618,1.08105,7.91461,2.82406,-654.87532,44.56313,-547.89307,-806.37439,2358.07342,1410.16543,8019.28906,532.33185,2626.62630,1485.15217,7666.37988,592.93915,95.80940,49.09814,315.65866,24.01750,480771.20148,256081.75434,1248304.50000,76933.17188,747968.56561,361704.13674,1644701.50000,61414.82422,-1.27831,0.05666,-1.13796,-1.41123,0.77642,0.02146,0.82565,0.72622,0.62451,0.24718,1.30756,0.25621,-5.14812,0.14894,-4.70314,-5.54174,7.84977,0.74676,9.38374,5.91323,7.84977,0.74676,9.38374,5.91323,3.37930,0.11692,3.77103,3.08170,15.10321,0.95661,18.33054,13.01185,-5.31792,1.13215,-3.13578,-9.79495,-0.29819,0.08232,-0.15619,-0.47848,1.85883,0.09008,2.06069,1.61750,3.26204,0.08503,3.54157,3.00473,-3.72429,0.18208,-3.13241,-4.05499
80,12.524009704589844,20200,-149.62347,-51.93839,-35.36941,0.52699,11.21517,0.77524,0.00000,-154.72886,0.00000,2.81097,1.07690,6.75000,0.34947,0.25166,0.00473,0.25985,0.24372,5.26433,1.11653,7.46416,2.57807,-688.32819,44.99092,-578.34534,-843.87726,3251.60381,1663.53364,9888.77148,514.31067,2328.62359,1405.48668,7890.82324,618.27063,81.86791,38.06261,257.60297,22.00645,913149.81609,385460.91114,1619549.12500,86935.32812,504743.93648,304207.27076,1467272.00000,69918.10156,-1.32813,0.07328,-1.13173,-1.47187,0.77208,0.02710,0.84372,0.71404,0.39690,0.25100,1.17542,0.09171,-5.24248,0.17045,-4.70311,-5.69941,7.81434,0.80966,9.38446,5.86770,7.81434,0.80966,9.38446,5.86770,3.28890,0.13159,3.63735,2.87939,15.00920,0.87065,18.01592,13.12266,-5.22980,1.17917,-3.17833,-9.54014,-0.32150,0.06256,-0.18910,-0.52531,1.83211,0.09262,2.05528,1.62716,3.26085,0.09562,3.49518,3.06423,-3.72869,0.12427,-3.49260,-4.00598
81,14.265955448150635,20400,-150.06081,-47.68986,-35.78770,0.56370,12.91917,0.77718,0.00000,-132.64595,0.00000,2.77700,1.19074,7.04021,0.33022,0.26860,0.00499,0.27727,0.25993,5.18711,0.84457,6.58094,3.45919,-732.16198,49.80984,-603.37219,-873.24445,2898.23221,1643.29978,8640.26562,688.04041,2815.31562,1512.07096,8127.18994,602.92645,87.24411,46.51789,318.58121,21.52119,776454.23906,436522.35201,2216982.50000,75015.70312,880882.69781,360592.84838,1673904.00000,164225.57812,-1.33698,0.06884,-1.15398,-1.47691,0.77247,0.02305,0.82095,0.70012,0.45168,0.25788,1.09229,0.08662,-5.08793,0.16997,-4.50349,-5.44641,7.94356,0.63392,8.98845,6.61408,7.94356,0.63392,8.98845,6.61408,3.24046,0.12288,3.48558,2.90748,14.79585,0.78658,17.35792,13.08791,-5.27330,1.45317,-3.19602,-14.27217,-0.36203,0.06318,-0.23288,-0.52382,1.84822,0.06614,1.97326,1.70679,3.45367,0.15132,3.77669,3.19248,-3.89695,0.07411,-3.72047,-4.08461
82,15.518233060836792,20600,-150.40224,-41.64048,-35.90554,0.62606,14.12347,0.76157,0.00000,-108.91950,0.00000,2.72594,1.11512,5.90515,0.21692,0.28706,0.00548,0.29644,0.27737,5.17888,0.70837,6.80929,3.62955,-770.27630,48.53057,-675.31848,-915.26648,2396.67315,1384.24843,8089.72803,666.18536,2897.58490,1471.17876,8515.32422,722.22058,100.96150,48.91004,284.25024,23.98588,522998.98428,272024.65932,1307334.37500,55483.44922,918271.92703,370006.31115,1676258.50000,157964.90625,-1.34123,0.03970,-1.22236,-1.45503,0.76870,0.02690,0.83003,0.71165,0.52257,0.19230,1.02940,0.11636,-4.94526,0.14429,-4.54301,-5.29714,8.14497,0.53958,9.31866,6.88975,8.14497,0.53958,9.31866,6.88975,3.11511,0.12343,3.45827,2.70368,14.45180,0.74738,16.86425,12.84178,-5.13156,1.11369,-2.64137,-10.54418,-0.34775,0.04181,-0.26215,-0.44971,1.86946,0.06331,2.01161,1.73475,3.47718,0.10865,3.78052,3.26740,-3.89973,0.07225,-3.73274,-4.06985
83,14.002539157867432,20800,-152.37095,-34.86655,-36.06184,0.56338,12.70475,0.72852,0.00000,-111.59305,0.00000,2.66669,1.15114,5.86309,0.22850,0.30658,0.00587,0.31687,0.29654,5.00861,0.50486,6.03598,3.63799,-806.42886,47.85978,-690.92841,-934.93396,2811.08883,1924.71464,13244.31250,669.86505,3320.57725,2050.09542,14320.22363,854.61737,112.86274,50.85335,277.14127,21.78625,582190.14721,329595.83324,1616559.25000,62405.50391,954328.93191,405787.59859,1905079.25000,106299.66406,-1.34125,0.03949,-1.23778,-1.42166,0.79488,0.01341,0.82452,0.75510,0.71479,0.27173,1.44849,0.24104,-4.88539,0.12024,-4.46029,-5.15105,8.23497,0.42732,9.19923,7.08712,8.23497,0.42732,9.19923,7.08712,3.19498,0.16287,3.69756,2.84625,14.80859,0.85764,17.90668,13.36561,-5.05577,1.10450,-2.65978,-9.51887,-0.35741,0.06031,-0.17463,-0.43770,1.88257,0.05582,2.01227,1.75853,3.41968,0.12634,3.72805,3.18564,-3.97336,0.06980,-3.83070,-4.14672
84,12.93361759185791,21000,-152.94601,-35.78282,-36.50835,0.53435,11.63916,0.75425,0.00000,-177.75818,0.00000,2.62853,1.02496,5.33152,-0.05337,0.32751,0.00626,0.33852,0.31697,4.81328,0.59781,6.60277,3.75269,-847.21477,50.03540,-701.05548,-983.65710,2983.63200,1694.63593,9729.63086,882.55157,3413.43799,1859.78871,12583.22656,1006.32483,101.03163,45.78077,254.40340,22.70972,673669.77164,311256.31715,1391336.87500,76761.56250,951132.22477,401371.16391,1860139.75000,154979.45312,-1.30762,0.04260,-1.20911,-1.38612,0.78908,0.02010,0.83660,0.74316,0.52176,0.21687,1.07706,0.11254,-4.75148,0.14766,-3.96051,-5.05940,8.31253,0.55030,9.88272,7.41340,8.31253,0.55030,9.88272,7.41340,3.22057,0.13875,3.65549,2.95439,15.17209,0.90407,18.28672,13.61464,-4.93198,1.01880,-2.83662,-9.71166,-0.28408,0.05681,-0.14249,-0.45938,1.91669,0.07169,2.12439,1.78778,3.41174,0.10501,3.66871,3.15832,-3.93903,0.09686,-3.73858,-4.25362
85,12.668220520019531,21200,-157.07239,-53.57029,-36.70327,0.55165,11.40488,0.70573,0.00000,-177.39324,0.00000,2.79176,1.11806,5.92785,0.45291,0.34914,0.00599,0.35976,0.33864,4.18710,0.51447,5.59817,2.99042,-891.95394,46.72814,-795.33173,-1023.36719,3437.29339,2056.85050,12849.89160,1048.71155,3125.34298,1982.08621,11005.45117,919.57922,104.16289,53.28845,356.22324,15.79058,755663.85859,291065.73463,1591586.75000,129886.03125,572230.36350,295079.37794,1285291.50000,60204.51172,-1.37250,0.05953,-1.19507,-1.51998,0.78896,0.02326,0.85301,0.74404,0.61365,0.29832,1.35410,0.00723,-4.47115,0.23345,-3.82902,-4.93541,7.97768,0.48428,9.22114,6.82066,7.97768,0.48428,9.22114,6.82066,2.91030,0.18649,3.59004,2.61150,13.92284,1.09728,17.15258,12.17349,-5.01204,1.13465,-2.76545,-11.21618,-0.21433,0.07954,-0.02086,-0.36833,1.81921,0.07155,1.99063,1.67632,3.20391,0.21250,3.71450,2.86524,-3.65047,0.11405,-3.37557,-3.90281
86,13.057435512542725,21400,-157.15568,-53.27062,-37.64838,0.52637,11.82639,0.69953,0.00000,-177.07939,0.00000,2.82495,1.06235,5.70697,0.48568,0.37163,0.00693,0.38353,0.35987,4.21572,0.47475,5.31075,3.23331,-944.50840,47.90523,-815.62354,-1072.55078,3259.76145,2025.21621,12554.11621,846.63428,2919.16374,1965.98712,12450.75488,768.33740,87.77701,41.69584,244.71922,26.13531,731905.91785,342227.39801,1819944.00000,69115.75000,609663.92543,280692.24105,1256327.00000,94192.42188,-1.40686,0.04294,-1.31371,-1.51313,0.79288,0.01773,0.83849,0.75928,0.59948,0.20998,1.09868,0.09268,-4.29094,0.12054,-3.89816,-4.63340,8.25579,0.46079,9.27341,7.22693,8.25579,0.46079,9.27341,7.22693,2.92635,0.09976,3.19771,2.58277,13.73147,0.57394,16.18349,12.49055,-4.93517,1.02235,-3.08771,-8.71961,-0.21948,0.04227,-0.14491,-0.31105,1.84469,0.05189,1.96296,1.72968,3.30306,0.12385,3.57093,3.00513,-3.64241,0.09840,-3.42715,-3.84022
87,12.256297826766968,21600,-156.77628,-53.13395,-37.68195,0.56276,10.98018,0.70814,0.00000,-177.03724,0.00000,2.81434,0.99226,6.77169,0.43846,0.39522,0.00679,0.40699,0.38364,3.67861,0.41313,4.47201,2.74187,-976.84808,50.08515,-835.29395,-1145.81848,3990.96656,2255.50402,13043.70703,1089.43506,3200.13894,1986.46896,12016.96289,1006.71600,111.03546,67.85523,388.93619,23.39472,971971.87211,565681.67816,2656917.25000,106021.85938,701096.12219,342717.71635,2311890.75000,90765.46094,-1.39653,0.05400,-1.26510,-1.50363,0.78568,0.01719,0.82232,0.74730,0.54423,0.26643,1.14202,0.08486,-4.32690,0.16306,-3.95514,-4.77475,7.95995,0.43237,8.83290,7.01133,7.95995,0.43237,8.83290,7.01133,2.87305,0.11009,3.16897,2.57894,13.84457,0.79799,16.65590,12.22896,-5.02907,1.09825,-3.02608,-8.41169,-0.17818,0.05265,-0.06376,-0.30117,1.80586,0.04955,1.91475,1.71591,3.11218,0.19598,3.67899,2.75887,-3.52275,0.10111,-3.35633,-3.81139
88,12.468909502029419,21800,-156.91586,-53.09154,-37.74661,0.52583,11.23223,0.70462,0.00000,-177.20611,0.00000,2.63116,1.10471,6.30607,-0.10333,0.41925,0.00696,0.43095,0.40710,3.34106,0.47134,4.19853,2.10826,-1014.50685,51.05902,-888.04883,-1154.16675,3730.37376,2348.45791,14298.56445,1227.39417,3427.90072,2221.47614,13767.38867,926.67297,105.52187,49.83896,270.26917,18.11164,636382.01582,446238.99123,2413902.50000,68014.91406,577652.84598,439480.71765,2410409.75000,50723.71094,-1.37930,0.04315,-1.26899,-1.47320,0.77456,0.03263,0.83618,0.68214,0.39609,0.23294,0.88742,-0.01433,-4.37112,0.15397,-3.96051,-4.99243,7.83763,0.51021,8.80427,6.47688,7.83763,0.51021,8.80427,6.47688,2.80239,0.10551,3.05745,2.52373,14.54112,1.00198,17.07233,11.97049,-4.91020,1.10583,-2.68995,-10.60483,-0.12655,0.04813,-0.03005,-0.23384,1.79886,0.06162,1.92113,1.63603,3.19850,0.19831,3.67855,2.83432,-3.51541,0.14639,-3.17692,-3.80382
